log_id,user_id,event_type,event_date,detail
LOG00034214,U000661,shop_purchase,2024-11-15,{}
LOG00034215,U000304,stage_clear,2024-11-12,"{""stage"": 442, ""stars"": 2}"
LOG00034216,U000411,stage_clear,2024-10-11,"{""stage"": 225, ""stars"": 3}"
LOG00034217,U000046,stage_clear,2024-11-03,"{""stage"": 166, ""stars"": 1}"
LOG00034218,U000376,stage_clear,2024-09-23,"{""stage"": 246, ""stars"": 3}"
LOG00034219,U000274,stage_clear,2024-11-14,"{""stage"": 104, ""stars"": 3}"
LOG00034220,U000332,pvp_battle,2024-06-16,"{""result"": ""win""}"
LOG00034221,U000441,guild_activity,2024-11-19,{}
LOG00034222,U000244,stage_clear,2024-10-19,"{""stage"": 89, ""stars"": 2}"
LOG00034223,U000031,pvp_battle,2024-09-09,"{""result"": ""win""}"
LOG00034224,U000083,cookie_upgrade,2024-11-10,{}
LOG00034225,U000250,pvp_battle,2024-06-26,"{""result"": ""lose""}"
LOG00034226,U000148,stage_clear,2024-09-24,"{""stage"": 314, ""stars"": 3}"
LOG00034227,U000370,stage_clear,2024-07-26,"{""stage"": 388, ""stars"": 3}"
LOG00034228,U000595,gacha_pull,2024-09-01,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00034229,U000582,guild_activity,2024-09-04,{}
LOG00034230,U000554,stage_clear,2024-06-01,"{""stage"": 104, ""stars"": 3}"
LOG00034231,U000711,cookie_upgrade,2024-10-09,{}
LOG00034232,U000759,stage_clear,2024-11-17,"{""stage"": 57, ""stars"": 3}"
LOG00034233,U000198,stage_clear,2024-11-19,"{""stage"": 213, ""stars"": 3}"
LOG00034234,U000005,cookie_upgrade,2024-07-14,{}
LOG00034235,U000718,stage_clear,2024-11-09,"{""stage"": 329, ""stars"": 2}"
LOG00034236,U000709,gacha_pull,2024-07-23,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034237,U000299,cookie_upgrade,2024-06-25,{}
LOG00034238,U000009,cookie_upgrade,2024-07-25,{}
LOG00034239,U000657,cookie_upgrade,2024-08-29,{}
LOG00034240,U000540,stage_clear,2024-06-12,"{""stage"": 227, ""stars"": 2}"
LOG00034241,U000946,cookie_upgrade,2024-07-14,{}
LOG00034242,U000304,gacha_pull,2024-06-30,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034243,U000822,guild_activity,2024-11-07,{}
LOG00034244,U000703,stage_clear,2024-06-28,"{""stage"": 154, ""stars"": 3}"
LOG00034245,U000430,stage_clear,2024-08-26,"{""stage"": 388, ""stars"": 3}"
LOG00034246,U000131,stage_clear,2024-09-11,"{""stage"": 402, ""stars"": 2}"
LOG00034247,U000557,stage_clear,2024-08-10,"{""stage"": 187, ""stars"": 1}"
LOG00034248,U000358,cookie_upgrade,2024-07-12,{}
LOG00034249,U000685,guild_activity,2024-08-01,{}
LOG00034250,U000915,stage_clear,2024-11-02,"{""stage"": 226, ""stars"": 3}"
LOG00034251,U000829,stage_clear,2024-06-12,"{""stage"": 183, ""stars"": 3}"
LOG00034252,U000130,shop_purchase,2024-07-31,{}
LOG00034253,U000920,stage_clear,2024-10-06,"{""stage"": 367, ""stars"": 1}"
LOG00034254,U000517,cookie_upgrade,2024-07-27,{}
LOG00034255,U000760,gacha_pull,2024-07-12,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034256,U000039,stage_clear,2024-10-26,"{""stage"": 140, ""stars"": 1}"
LOG00034257,U000200,cookie_upgrade,2024-11-23,{}
LOG00034258,U000015,pvp_battle,2024-06-14,"{""result"": ""lose""}"
LOG00034259,U000226,guild_activity,2024-09-09,{}
LOG00034260,U000498,stage_clear,2024-09-09,"{""stage"": 64, ""stars"": 3}"
LOG00034261,U000941,guild_activity,2024-07-03,{}
LOG00034262,U000333,gacha_pull,2024-11-22,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034263,U000539,pvp_battle,2024-11-26,"{""result"": ""win""}"
LOG00034264,U000381,pvp_battle,2024-09-06,"{""result"": ""lose""}"
LOG00034265,U000975,shop_purchase,2024-11-19,{}
LOG00034266,U000423,stage_clear,2024-07-06,"{""stage"": 308, ""stars"": 2}"
LOG00034267,U000649,guild_activity,2024-11-12,{}
LOG00034268,U000328,stage_clear,2024-11-24,"{""stage"": 267, ""stars"": 3}"
LOG00034269,U000082,guild_activity,2024-07-11,{}
LOG00034270,U000785,stage_clear,2024-08-28,"{""stage"": 162, ""stars"": 1}"
LOG00034271,U000097,stage_clear,2024-08-13,"{""stage"": 387, ""stars"": 2}"
LOG00034272,U000994,gacha_pull,2024-06-05,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034273,U000672,pvp_battle,2024-08-29,"{""result"": ""lose""}"
LOG00034274,U000398,stage_clear,2024-08-19,"{""stage"": 401, ""stars"": 3}"
LOG00034275,U000623,guild_activity,2024-09-26,{}
LOG00034276,U000823,stage_clear,2024-08-12,"{""stage"": 362, ""stars"": 3}"
LOG00034277,U000887,gacha_pull,2024-11-10,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034278,U000207,guild_activity,2024-11-22,{}
LOG00034279,U000088,shop_purchase,2024-09-08,{}
LOG00034280,U000885,pvp_battle,2024-08-14,"{""result"": ""win""}"
LOG00034281,U000864,pvp_battle,2024-06-06,"{""result"": ""lose""}"
LOG00034282,U000178,cookie_upgrade,2024-11-24,{}
LOG00034283,U000434,shop_purchase,2024-09-22,{}
LOG00034284,U000296,stage_clear,2024-07-22,"{""stage"": 361, ""stars"": 1}"
LOG00034285,U000803,pvp_battle,2024-07-18,"{""result"": ""lose""}"
LOG00034286,U000335,gacha_pull,2024-09-01,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034287,U000045,pvp_battle,2024-06-22,"{""result"": ""win""}"
LOG00034288,U000921,stage_clear,2024-07-02,"{""stage"": 294, ""stars"": 3}"
LOG00034289,U000711,guild_activity,2024-06-18,{}
LOG00034290,U000883,shop_purchase,2024-08-06,{}
LOG00034291,U000375,shop_purchase,2024-11-15,{}
LOG00034292,U000046,gacha_pull,2024-08-08,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034293,U000314,stage_clear,2024-11-15,"{""stage"": 364, ""stars"": 1}"
LOG00034294,U000241,guild_activity,2024-11-16,{}
LOG00034295,U000749,pvp_battle,2024-11-11,"{""result"": ""lose""}"
LOG00034296,U000916,gacha_pull,2024-08-28,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034297,U000737,pvp_battle,2024-11-13,"{""result"": ""win""}"
LOG00034298,U000888,cookie_upgrade,2024-07-30,{}
LOG00034299,U000792,stage_clear,2024-11-26,"{""stage"": 409, ""stars"": 3}"
LOG00034300,U000222,cookie_upgrade,2024-08-17,{}
LOG00034301,U000626,gacha_pull,2024-08-02,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034302,U000029,gacha_pull,2024-08-13,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034303,U000062,guild_activity,2024-08-07,{}
LOG00034304,U000588,pvp_battle,2024-08-10,"{""result"": ""lose""}"
LOG00034305,U000624,stage_clear,2024-10-03,"{""stage"": 33, ""stars"": 3}"
LOG00034306,U000240,stage_clear,2024-08-13,"{""stage"": 471, ""stars"": 2}"
LOG00034307,U000477,shop_purchase,2024-07-02,{}
LOG00034308,U000806,shop_purchase,2024-08-20,{}
LOG00034309,U000939,pvp_battle,2024-06-29,"{""result"": ""win""}"
LOG00034310,U000271,cookie_upgrade,2024-08-22,{}
LOG00034311,U000528,pvp_battle,2024-09-23,"{""result"": ""win""}"
LOG00034312,U000620,cookie_upgrade,2024-10-04,{}
LOG00034313,U000769,cookie_upgrade,2024-10-16,{}
LOG00034314,U000737,pvp_battle,2024-07-24,"{""result"": ""win""}"
LOG00034315,U000141,shop_purchase,2024-06-03,{}
LOG00034316,U000219,cookie_upgrade,2024-11-01,{}
LOG00034317,U000441,gacha_pull,2024-06-24,"{""pull_type"": ""single"", ""got_epic"": 1}"
LOG00034318,U000752,gacha_pull,2024-08-05,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034319,U000762,gacha_pull,2024-08-23,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034320,U000421,guild_activity,2024-10-24,{}
LOG00034321,U000671,pvp_battle,2024-06-25,"{""result"": ""lose""}"
LOG00034322,U000580,pvp_battle,2024-06-11,"{""result"": ""win""}"
LOG00034323,U000128,guild_activity,2024-06-13,{}
LOG00034324,U000476,shop_purchase,2024-08-17,{}
LOG00034325,U000701,stage_clear,2024-09-30,"{""stage"": 261, ""stars"": 3}"
LOG00034326,U000984,pvp_battle,2024-07-27,"{""result"": ""win""}"
LOG00034327,U000240,cookie_upgrade,2024-10-06,{}
LOG00034328,U000027,gacha_pull,2024-10-26,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034329,U000093,pvp_battle,2024-07-22,"{""result"": ""lose""}"
LOG00034330,U000682,cookie_upgrade,2024-07-29,{}
LOG00034331,U000634,cookie_upgrade,2024-08-22,{}
LOG00034332,U000538,pvp_battle,2024-10-20,"{""result"": ""lose""}"
LOG00034333,U000006,cookie_upgrade,2024-07-26,{}
LOG00034334,U000268,stage_clear,2024-11-15,"{""stage"": 153, ""stars"": 1}"
LOG00034335,U000450,stage_clear,2024-10-11,"{""stage"": 345, ""stars"": 3}"
LOG00034336,U000231,stage_clear,2024-09-17,"{""stage"": 169, ""stars"": 2}"
LOG00034337,U000035,pvp_battle,2024-07-26,"{""result"": ""lose""}"
LOG00034338,U000057,stage_clear,2024-07-06,"{""stage"": 289, ""stars"": 3}"
LOG00034339,U000698,pvp_battle,2024-08-31,"{""result"": ""lose""}"
LOG00034340,U000770,gacha_pull,2024-11-25,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034341,U000592,cookie_upgrade,2024-11-13,{}
LOG00034342,U000555,stage_clear,2024-06-07,"{""stage"": 61, ""stars"": 1}"
LOG00034343,U000503,cookie_upgrade,2024-11-13,{}
LOG00034344,U000521,stage_clear,2024-10-02,"{""stage"": 57, ""stars"": 2}"
LOG00034345,U000884,cookie_upgrade,2024-10-24,{}
LOG00034346,U000143,stage_clear,2024-09-29,"{""stage"": 325, ""stars"": 3}"
LOG00034347,U000320,pvp_battle,2024-07-24,"{""result"": ""win""}"
LOG00034348,U000895,stage_clear,2024-08-01,"{""stage"": 389, ""stars"": 3}"
LOG00034349,U000418,pvp_battle,2024-08-06,"{""result"": ""win""}"
LOG00034350,U000573,gacha_pull,2024-08-11,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034351,U000294,guild_activity,2024-08-07,{}
LOG00034352,U000428,stage_clear,2024-10-17,"{""stage"": 343, ""stars"": 3}"
LOG00034353,U000994,guild_activity,2024-09-16,{}
LOG00034354,U000304,gacha_pull,2024-08-11,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034355,U000820,gacha_pull,2024-08-29,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034356,U000889,guild_activity,2024-06-15,{}
LOG00034357,U000875,shop_purchase,2024-07-18,{}
LOG00034358,U000137,cookie_upgrade,2024-08-30,{}
LOG00034359,U000711,gacha_pull,2024-11-27,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034360,U000747,cookie_upgrade,2024-07-10,{}
LOG00034361,U000062,guild_activity,2024-09-12,{}
LOG00034362,U000051,shop_purchase,2024-07-10,{}
LOG00034363,U000214,pvp_battle,2024-07-26,"{""result"": ""win""}"
LOG00034364,U000841,gacha_pull,2024-06-09,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034365,U000081,stage_clear,2024-10-10,"{""stage"": 128, ""stars"": 3}"
LOG00034366,U000644,gacha_pull,2024-09-05,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034367,U000269,cookie_upgrade,2024-07-18,{}
LOG00034368,U000916,pvp_battle,2024-08-05,"{""result"": ""win""}"
LOG00034369,U000834,stage_clear,2024-06-04,"{""stage"": 336, ""stars"": 2}"
LOG00034370,U000720,stage_clear,2024-09-05,"{""stage"": 400, ""stars"": 3}"
LOG00034371,U000692,stage_clear,2024-06-10,"{""stage"": 229, ""stars"": 1}"
LOG00034372,U000162,stage_clear,2024-07-31,"{""stage"": 7, ""stars"": 2}"
LOG00034373,U000022,gacha_pull,2024-07-25,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034374,U000840,shop_purchase,2024-06-11,{}
LOG00034375,U000561,stage_clear,2024-06-22,"{""stage"": 46, ""stars"": 3}"
LOG00034376,U000265,gacha_pull,2024-06-08,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034377,U000340,stage_clear,2024-08-30,"{""stage"": 459, ""stars"": 2}"
LOG00034378,U000178,cookie_upgrade,2024-08-03,{}
LOG00034379,U000254,cookie_upgrade,2024-07-13,{}
LOG00034380,U000298,pvp_battle,2024-10-19,"{""result"": ""win""}"
LOG00034381,U000700,cookie_upgrade,2024-08-04,{}
LOG00034382,U000293,stage_clear,2024-10-15,"{""stage"": 194, ""stars"": 3}"
LOG00034383,U000134,stage_clear,2024-07-30,"{""stage"": 184, ""stars"": 2}"
LOG00034384,U000929,cookie_upgrade,2024-08-22,{}
LOG00034385,U000345,stage_clear,2024-08-19,"{""stage"": 145, ""stars"": 2}"
LOG00034386,U000055,stage_clear,2024-10-02,"{""stage"": 376, ""stars"": 2}"
LOG00034387,U000694,gacha_pull,2024-08-04,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034388,U000431,stage_clear,2024-07-06,"{""stage"": 422, ""stars"": 2}"
LOG00034389,U000313,gacha_pull,2024-09-07,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034390,U000588,gacha_pull,2024-11-05,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034391,U000459,cookie_upgrade,2024-11-02,{}
LOG00034392,U000580,stage_clear,2024-08-06,"{""stage"": 51, ""stars"": 2}"
LOG00034393,U000188,gacha_pull,2024-10-28,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034394,U000479,guild_activity,2024-08-27,{}
LOG00034395,U000669,stage_clear,2024-11-21,"{""stage"": 130, ""stars"": 2}"
LOG00034396,U000339,gacha_pull,2024-10-16,"{""pull_type"": ""single"", ""got_epic"": 1}"
LOG00034397,U000759,guild_activity,2024-08-09,{}
LOG00034398,U000073,stage_clear,2024-08-12,"{""stage"": 254, ""stars"": 3}"
LOG00034399,U000057,cookie_upgrade,2024-09-24,{}
LOG00034400,U000315,shop_purchase,2024-10-22,{}
LOG00034401,U000092,cookie_upgrade,2024-08-11,{}
LOG00034402,U000870,pvp_battle,2024-11-03,"{""result"": ""lose""}"
LOG00034403,U000896,cookie_upgrade,2024-06-07,{}
LOG00034404,U000526,stage_clear,2024-08-14,"{""stage"": 486, ""stars"": 3}"
LOG00034405,U000014,stage_clear,2024-06-07,"{""stage"": 409, ""stars"": 3}"
LOG00034406,U000007,pvp_battle,2024-09-10,"{""result"": ""win""}"
LOG00034407,U000137,stage_clear,2024-09-03,"{""stage"": 317, ""stars"": 3}"
LOG00034408,U000147,pvp_battle,2024-09-11,"{""result"": ""win""}"
LOG00034409,U000684,cookie_upgrade,2024-11-01,{}
LOG00034410,U000706,gacha_pull,2024-07-05,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034411,U000409,gacha_pull,2024-07-27,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034412,U000896,guild_activity,2024-08-01,{}
LOG00034413,U000928,guild_activity,2024-11-18,{}
LOG00034414,U000796,stage_clear,2024-10-06,"{""stage"": 30, ""stars"": 2}"
LOG00034415,U000174,guild_activity,2024-07-08,{}
LOG00034416,U000949,stage_clear,2024-11-22,"{""stage"": 189, ""stars"": 3}"
LOG00034417,U000709,stage_clear,2024-08-24,"{""stage"": 371, ""stars"": 3}"
LOG00034418,U000761,gacha_pull,2024-07-14,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034419,U000589,gacha_pull,2024-10-03,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034420,U000841,shop_purchase,2024-06-19,{}
LOG00034421,U000699,cookie_upgrade,2024-08-14,{}
LOG00034422,U000927,guild_activity,2024-09-16,{}
LOG00034423,U000053,stage_clear,2024-06-23,"{""stage"": 55, ""stars"": 3}"
LOG00034424,U000523,stage_clear,2024-07-03,"{""stage"": 135, ""stars"": 2}"
LOG00034425,U000208,gacha_pull,2024-10-23,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034426,U000616,stage_clear,2024-06-26,"{""stage"": 214, ""stars"": 3}"
LOG00034427,U000703,pvp_battle,2024-11-21,"{""result"": ""lose""}"
LOG00034428,U000391,stage_clear,2024-09-29,"{""stage"": 186, ""stars"": 1}"
LOG00034429,U000198,stage_clear,2024-09-14,"{""stage"": 66, ""stars"": 3}"
LOG00034430,U000885,guild_activity,2024-09-13,{}
LOG00034431,U000581,cookie_upgrade,2024-09-27,{}
LOG00034432,U000759,stage_clear,2024-07-24,"{""stage"": 70, ""stars"": 3}"
LOG00034433,U000879,shop_purchase,2024-06-28,{}
LOG00034434,U000066,cookie_upgrade,2024-06-20,{}
LOG00034435,U000969,pvp_battle,2024-10-24,"{""result"": ""win""}"
LOG00034436,U000120,shop_purchase,2024-08-05,{}
LOG00034437,U000106,stage_clear,2024-09-05,"{""stage"": 224, ""stars"": 3}"
LOG00034438,U000907,cookie_upgrade,2024-10-13,{}
LOG00034439,U000418,guild_activity,2024-11-15,{}
LOG00034440,U000782,cookie_upgrade,2024-07-24,{}
LOG00034441,U000245,pvp_battle,2024-06-23,"{""result"": ""lose""}"
LOG00034442,U000831,stage_clear,2024-06-08,"{""stage"": 382, ""stars"": 3}"
LOG00034443,U000070,cookie_upgrade,2024-07-26,{}
LOG00034444,U000355,pvp_battle,2024-06-21,"{""result"": ""win""}"
LOG00034445,U000412,pvp_battle,2024-07-01,"{""result"": ""lose""}"
LOG00034446,U000211,shop_purchase,2024-09-02,{}
LOG00034447,U000471,gacha_pull,2024-11-02,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034448,U000863,gacha_pull,2024-06-26,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034449,U000480,gacha_pull,2024-07-03,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034450,U000076,gacha_pull,2024-09-15,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034451,U000482,stage_clear,2024-08-30,"{""stage"": 38, ""stars"": 2}"
LOG00034452,U000084,shop_purchase,2024-08-19,{}
LOG00034453,U000367,shop_purchase,2024-10-20,{}
LOG00034454,U000724,shop_purchase,2024-08-20,{}
LOG00034455,U000858,guild_activity,2024-07-29,{}
LOG00034456,U000176,stage_clear,2024-07-15,"{""stage"": 340, ""stars"": 2}"
LOG00034457,U000819,stage_clear,2024-09-13,"{""stage"": 231, ""stars"": 3}"
LOG00034458,U000491,pvp_battle,2024-07-14,"{""result"": ""win""}"
LOG00034459,U000386,cookie_upgrade,2024-11-01,{}
LOG00034460,U000342,stage_clear,2024-11-10,"{""stage"": 27, ""stars"": 1}"
LOG00034461,U000740,stage_clear,2024-10-22,"{""stage"": 475, ""stars"": 1}"
LOG00034462,U000471,pvp_battle,2024-11-16,"{""result"": ""win""}"
LOG00034463,U000078,pvp_battle,2024-10-15,"{""result"": ""lose""}"
LOG00034464,U000178,shop_purchase,2024-07-29,{}
LOG00034465,U000118,guild_activity,2024-07-15,{}
LOG00034466,U000706,stage_clear,2024-08-29,"{""stage"": 437, ""stars"": 1}"
LOG00034467,U000950,stage_clear,2024-09-08,"{""stage"": 358, ""stars"": 3}"
LOG00034468,U000556,stage_clear,2024-07-04,"{""stage"": 397, ""stars"": 1}"
LOG00034469,U000772,pvp_battle,2024-06-20,"{""result"": ""lose""}"
LOG00034470,U000081,shop_purchase,2024-11-23,{}
LOG00034471,U000085,cookie_upgrade,2024-06-16,{}
LOG00034472,U000519,stage_clear,2024-09-17,"{""stage"": 279, ""stars"": 2}"
LOG00034473,U000926,stage_clear,2024-10-16,"{""stage"": 479, ""stars"": 2}"
LOG00034474,U000078,cookie_upgrade,2024-08-05,{}
LOG00034475,U000758,guild_activity,2024-07-18,{}
LOG00034476,U000048,cookie_upgrade,2024-09-03,{}
LOG00034477,U000338,shop_purchase,2024-10-03,{}
LOG00034478,U000859,stage_clear,2024-10-14,"{""stage"": 39, ""stars"": 3}"
LOG00034479,U000757,guild_activity,2024-10-24,{}
LOG00034480,U000951,shop_purchase,2024-08-20,{}
LOG00034481,U000637,pvp_battle,2024-10-11,"{""result"": ""win""}"
LOG00034482,U000403,stage_clear,2024-11-10,"{""stage"": 243, ""stars"": 3}"
LOG00034483,U000062,guild_activity,2024-11-18,{}
LOG00034484,U000206,pvp_battle,2024-06-03,"{""result"": ""win""}"
LOG00034485,U000603,stage_clear,2024-06-02,"{""stage"": 443, ""stars"": 3}"
LOG00034486,U000061,pvp_battle,2024-07-06,"{""result"": ""lose""}"
LOG00034487,U000711,cookie_upgrade,2024-10-11,{}
LOG00034488,U000393,cookie_upgrade,2024-11-18,{}
LOG00034489,U000840,shop_purchase,2024-09-02,{}
LOG00034490,U000054,stage_clear,2024-09-01,"{""stage"": 461, ""stars"": 3}"
LOG00034491,U000834,gacha_pull,2024-10-07,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034492,U000364,stage_clear,2024-06-10,"{""stage"": 435, ""stars"": 2}"
LOG00034493,U000560,gacha_pull,2024-10-12,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034494,U000612,gacha_pull,2024-10-23,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00034495,U000705,stage_clear,2024-06-16,"{""stage"": 365, ""stars"": 1}"
LOG00034496,U000207,gacha_pull,2024-08-13,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034497,U000365,stage_clear,2024-07-19,"{""stage"": 497, ""stars"": 3}"
LOG00034498,U000553,guild_activity,2024-09-23,{}
LOG00034499,U000730,pvp_battle,2024-08-19,"{""result"": ""lose""}"
LOG00034500,U000760,gacha_pull,2024-06-07,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034501,U000562,cookie_upgrade,2024-09-13,{}
LOG00034502,U000060,stage_clear,2024-08-08,"{""stage"": 398, ""stars"": 3}"
LOG00034503,U000725,pvp_battle,2024-11-27,"{""result"": ""win""}"
LOG00034504,U000949,pvp_battle,2024-08-01,"{""result"": ""win""}"
LOG00034505,U000086,stage_clear,2024-10-19,"{""stage"": 30, ""stars"": 2}"
LOG00034506,U000616,cookie_upgrade,2024-11-11,{}
LOG00034507,U000890,cookie_upgrade,2024-07-27,{}
LOG00034508,U000524,stage_clear,2024-09-25,"{""stage"": 464, ""stars"": 1}"
LOG00034509,U000279,shop_purchase,2024-07-05,{}
LOG00034510,U000226,stage_clear,2024-10-13,"{""stage"": 421, ""stars"": 3}"
LOG00034511,U000423,shop_purchase,2024-11-12,{}
LOG00034512,U000796,gacha_pull,2024-07-29,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034513,U000828,shop_purchase,2024-08-10,{}
LOG00034514,U000363,stage_clear,2024-08-13,"{""stage"": 468, ""stars"": 3}"
LOG00034515,U000220,gacha_pull,2024-10-31,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00034516,U000679,guild_activity,2024-09-30,{}
LOG00034517,U000157,cookie_upgrade,2024-11-13,{}
LOG00034518,U000508,guild_activity,2024-11-25,{}
LOG00034519,U000789,cookie_upgrade,2024-07-25,{}
LOG00034520,U000966,gacha_pull,2024-08-30,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034521,U000484,shop_purchase,2024-09-16,{}
LOG00034522,U000106,gacha_pull,2024-09-16,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034523,U000737,guild_activity,2024-09-07,{}
LOG00034524,U000668,stage_clear,2024-11-08,"{""stage"": 219, ""stars"": 3}"
LOG00034525,U000883,stage_clear,2024-08-05,"{""stage"": 7, ""stars"": 2}"
LOG00034526,U000126,stage_clear,2024-08-16,"{""stage"": 166, ""stars"": 2}"
LOG00034527,U000005,shop_purchase,2024-08-27,{}
LOG00034528,U000943,gacha_pull,2024-08-03,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034529,U000903,cookie_upgrade,2024-07-17,{}
LOG00034530,U000070,stage_clear,2024-07-13,"{""stage"": 13, ""stars"": 2}"
LOG00034531,U000530,pvp_battle,2024-09-06,"{""result"": ""win""}"
LOG00034532,U000940,stage_clear,2024-08-29,"{""stage"": 492, ""stars"": 3}"
LOG00034533,U000607,shop_purchase,2024-11-20,{}
LOG00034534,U000394,gacha_pull,2024-09-22,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034535,U000418,stage_clear,2024-10-11,"{""stage"": 102, ""stars"": 3}"
LOG00034536,U000872,stage_clear,2024-08-30,"{""stage"": 58, ""stars"": 3}"
LOG00034537,U000548,stage_clear,2024-06-20,"{""stage"": 494, ""stars"": 1}"
LOG00034538,U000666,stage_clear,2024-09-02,"{""stage"": 483, ""stars"": 1}"
LOG00034539,U000821,pvp_battle,2024-06-27,"{""result"": ""win""}"
LOG00034540,U000301,pvp_battle,2024-06-16,"{""result"": ""lose""}"
LOG00034541,U000956,guild_activity,2024-07-18,{}
LOG00034542,U000219,stage_clear,2024-11-12,"{""stage"": 422, ""stars"": 2}"
LOG00034543,U000721,guild_activity,2024-10-26,{}
LOG00034544,U000765,gacha_pull,2024-09-20,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034545,U000057,gacha_pull,2024-09-21,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034546,U000979,stage_clear,2024-07-17,"{""stage"": 139, ""stars"": 2}"
LOG00034547,U000925,stage_clear,2024-06-02,"{""stage"": 52, ""stars"": 3}"
LOG00034548,U000370,stage_clear,2024-06-05,"{""stage"": 221, ""stars"": 1}"
LOG00034549,U000584,gacha_pull,2024-08-03,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034550,U000789,stage_clear,2024-09-19,"{""stage"": 428, ""stars"": 3}"
LOG00034551,U000672,guild_activity,2024-08-09,{}
LOG00034552,U000741,stage_clear,2024-06-12,"{""stage"": 348, ""stars"": 3}"
LOG00034553,U000619,cookie_upgrade,2024-09-01,{}
LOG00034554,U000708,gacha_pull,2024-09-28,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00034555,U000256,gacha_pull,2024-08-31,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00034556,U000065,stage_clear,2024-07-06,"{""stage"": 43, ""stars"": 3}"
LOG00034557,U000280,pvp_battle,2024-11-18,"{""result"": ""lose""}"
LOG00034558,U000372,gacha_pull,2024-09-30,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00034559,U000554,guild_activity,2024-10-13,{}
LOG00034560,U000332,pvp_battle,2024-11-06,"{""result"": ""win""}"
LOG00034561,U000065,stage_clear,2024-06-09,"{""stage"": 215, ""stars"": 1}"
LOG00034562,U000262,stage_clear,2024-07-19,"{""stage"": 82, ""stars"": 3}"
LOG00034563,U000968,stage_clear,2024-10-22,"{""stage"": 323, ""stars"": 3}"
LOG00034564,U000057,stage_clear,2024-07-01,"{""stage"": 452, ""stars"": 3}"
LOG00034565,U000534,stage_clear,2024-10-07,"{""stage"": 449, ""stars"": 2}"
LOG00034566,U000839,cookie_upgrade,2024-10-01,{}
